url,tweet_ids,author_ids,author_usernames,created_ats,url_title,tweet_count
https://twitter.com/lensprotocol/status/1517584732401414145,[1517586013555732481],[952921795316912133],['StaniKulechov'],['2022-04-22T19:27:55+00:00'],,1
https://twitter.com/letsraave/status/1516429252148834309,[1516434163502661636],[952921795316912133],['StaniKulechov'],['2022-04-19T15:10:53+00:00'],,1
https://twitter.com/letsraave/status/1516786264569106433,[1516786785669550082],[952921795316912133],['StaniKulechov'],['2022-04-20T14:32:04+00:00'],,1
https://twitter.com/letsraave/status/1517186401938333696,[1517186701478744067],[952921795316912133],['StaniKulechov'],['2022-04-21T17:01:12+00:00'],,1
https://twitter.com/ljxie/status/1137805131557232641,[1517646595914874882],[520770492],['ljxie'],['2022-04-22T23:28:39+00:00'],,1
https://twitter.com/ljxie/status/1516831605024825347/photo/1,[1516831605024825347],[520770492],['ljxie'],['2022-04-20T17:30:10+00:00'],,1
https://twitter.com/ljxie/status/1517574338035130368/photo/1,[1517574338035130368],[520770492],['ljxie'],['2022-04-22T18:41:32+00:00'],,1
https://twitter.com/loomdart/status/1517145404709605376,[1517146464522502144],[1978953986],['DegenSpartan'],['2022-04-21T14:21:19+00:00'],,1
https://twitter.com/lydialaurenson/status/1516831919866101768,[1516873791531585536],[53836928],['tarunchitra'],['2022-04-20T20:17:48+00:00'],,1
https://twitter.com/lyrafinance/status/1517249591108071424,[1517250565381799936],[24809221],['kaiynne'],['2022-04-21T21:14:58+00:00'],,1
https://twitter.com/mattdwest/status/1516097113406394368,[1516121386795814916],[5686612],['mayazi'],['2022-04-18T18:28:01+00:00'],,1
https://twitter.com/matthuang/status/1516799854214746112/video/1,[1516799854214746112],[44322763],['matthuang'],['2022-04-20T15:24:00+00:00'],,1
https://twitter.com/matthuang/status/1516852807147552770/photo/1,[1516852807147552770],[44322763],['matthuang'],['2022-04-20T18:54:25+00:00'],,1
